ParlaMint-GB_2015-03-06-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-03-06-commons.u30	I will be even briefer than the Minister The Opposition have supported the Bill throughout its passage. I agree with the Minister that the overall impact of the amendments would be to weaken the Bill and, thereby, damage its limited but important purpose The hon. Member for Christchurch (Mr Chope) spoke about amendment 6 in a moderate and plausible way. He always speaks in a moderate and plausible way. Sometimes—and I thought this might be the case today—what he says is actually moderate and plausible. However, I then listened to the even more emollient words of the Bill’s promoter, the right hon. Member for North West Hampshire (Sir George Young), and, like the Minister, I am persuaded that the amendment is not necessary. It is right to raise the possibility of retrospection but, as has been explained, the Bill is not pregnant with that danger We are therefore happy not only to support the Bill, but to oppose the amendments.
ParlaMint-GB_2015-03-06-commons.u31	What a short but fascinating debate this has been. I am glad that my hon. Friend the Minister had a chance to stand at the Dispatch Box and participate. During the latter part of his comments, I became more concerned because he made the case for retrospection in relation to misconduct that would give rise to expulsion. That is exactly the concern that I have We heard last week from my right hon. Friend the Member for North West Hampshire (Sir George Young) that one course of conduct that their lordships are keen to ensure results in expulsion is repeated breaches of offences. That means that if one was guilty of repeated misdemeanours, there would be the possibility of expulsion. There is therefore all the more reason why none of this should be retrospective. If repeat offences are to give rise to expulsion, rather than just a reprimand, that should only be prospective and not retrospective If the House had accepted the amendments in the first group, which we debated last Friday, I do not think that I would be so concerned, because those amendments would have linked the code of conduct much more closely to the provisions of the Bill. However, those amendments were not accepted. I remind the House what Lord Wallace of Saltaire said: “I read the latest Code of Conduct again this morning, thinking that we need to be sure what we are on about. One of the issues that perhaps we need to discuss informally off the Floor is how far this measure is intended to refer only to conduct that is mentioned in the Code of Conduct or to egregious conduct of other sorts conducted by Members of this House. However, that is a question that we need not have in the Bill itself, but it is certainly a question that the Committee for Privileges and Conduct and others will need to consider at a later stage.”—[Official Report, House of Lords, 21 November 2014; Vol. 757, c. 650-651.] When I read out that quote last week, I did not get any assurance from my right hon. Friend the Member for North West Hampshire that conduct would be confined to what is in the current code of conduct or in any changed code of conduct. As I have said, the code of conduct is not specifically linked to the Bill. What is in the Bill is “conduct”. Unless we have that safeguard, the Standing Orders of the other place could be amended to impact on conduct that took place prior to the amendment of those Standing Orders, but subsequent to the enactment of the Bill. In my view that represents a danger of retrospection, and I cannot understand why the Government are against this measure. They may say that it is unnecessary in the light of assurances that have been given, but it would not be the first piece of Government legislation that was duplication and unnecessary, so that in itself cannot be a convincing and decisive argument against it. Because of the obiter dicta of people such as Lord Wallace of Saltaire, who seems to have a rather different agenda from that discussed by my right hon. Friend the Member for North West Hampshire, we should make a final attempt to get one safeguard against retrospection into the Bill I will therefore withdraw amendment 1, on which we tried to vote last week, and instead I will test the will of the House on amendment 6. I beg to ask leave to withdraw amendment 1 Amendment, by leave, withdrawn. Amendment proposed: 6, page 1, line 17, after “Act”, insert “and any Standing Orders made under subsection (1)”—(Mr Chope.) Question put, That the amendment be made.
ParlaMint-GB_2015-03-06-commons.u32	I beg to move, That the Bill be now read the Third time I express my gratitude to all those who recently took part in the Division, ensuring that the Bill reaches this important and final stage. I am grateful to a number of people who have assisted me in the preparation of the Bill. The Leader of the House of Lords and her staff have been enormously helpful. Baroness Hayman has also briefed me on it. They managed to get it through the House of Lords with more ease than I have managed to get it through the Commons, which is a tribute to their skill, and an acknowledgement of the relative lack of skill when the Bill reached my hands here I am grateful to the three Cabinet Office Ministers who have taken part in our proceedings—my hon. Friend the Minister for the Constitution did the Public Bill Committee, my hon. Friend the Minister for Civil Society was here last Friday, and the Minister of State, Cabinet Office, my hon. Friend the Member for Orpington (Joseph Johnson) graces the Front Bench today. I am grateful to the Cabinet Office for the support that it and its Ministers have given to the Bill. Likewise, the Opposition have had a number of different players on the stage—the hon. Member for Ealing North (Stephen Pound) was on the Public Bill Committee, the right hon. Member for Tooting (Sadiq Khan) was here last Friday, and the hon. Member for Hammersmith (Mr Slaughter) is on the Opposition Front Bench today The Bill was not controversial when it went through the upper House, which is the House to which it applies. Peers’ conduct in the course of the parliamentary duties is governed by a code of conduct. That is binding upon Members. Breaches of the code are investigated by an independent House of Lords Commissioner for Standards, who reports his findings and any recommended sanctions to the Committee for Privileges and Conduct, which hears any appeal. It then goes to the House The problem is that sanctions are currently limited in two key ways: a peer cannot be expelled except when he or she has been sentenced or imprisoned for more than a year; and a peer cannot be suspended beyond the end of a Parliament, no matter how brief that period might be. There was no dissent on the second barrel of the gun in the legislation The debate has been on the power of expulsion. The House of Commons has the power of expulsion. We use it rarely, but it is there. We can also be expelled by the electorate.
ParlaMint-GB_2015-03-06-commons.u33	Will my right hon. Friend remind the House when the power was last used?
ParlaMint-GB_2015-03-06-commons.u34	It was last used in December 1954—Captain Peter Baker. I speak from memory and stand to be corrected, but the power is there. I hope the House of Lords does not have to use its power, but it is there as a possible sanction and an expression of the powers it is prepared to use if behaviour becomes wholly unacceptable The Bill is drafted to ensure that the powers apply only in respect of conduct that comes to light after the Bill’s passing. There is no power to impose an additional sanction on misbehaviour that has already been considered and sanctioned under the current regime As I have said, the Bill was universally supported in the Lords. Peers from all parties and groups expressed their strong hope that the Bill would pass the Commons during this Parliament—it received an unopposed Second Reading on 23 January in the Commons. It has been extensively considered on the Floor of the House and upstairs. I am grateful to my hon. Friend the Member for Christchurch (Mr Chope) for ensuring that all aspects of the Bill were properly considered. I hope I have given him the assurances he has sought. I am sorry that I did not do that on the last occasion, when we had a Division The Bill is an important piece of legislation and I very much hope it reaches the statute book without too much further delay.
ParlaMint-GB_2015-03-06-commons.u35	I congratulate my right hon. Friend the Member for North West Hampshire (Sir George Young), who, with typical modesty, suggests that he has been unable to handle the Bill effectively in the Commons. He has handled it highly effectively, as one would expect from somebody with such distinguished service in the House and such an expert knowledge of the procedures. In the discussion on the Bill, we have shown that we need to ask questions of private Member’s Bills, and particularly constitutional ones. He has been eager to answer those questions The Bill would have taken a slightly different form if there had been more flexibility on the Government’s part, and if they were willing to accept amendments. That is the nature of the problems we have at the moment, with a Government of two parts. The Liberal Democrats seem to have a veto on everything and are rarely represented in the Chamber on a Friday, and they often say one thing to one group of people while doing something completely different. I am sure they will be here to defend themselves when the House is no longer sitting One good thing about the Bill is that it will enable a period of suspension to go beyond the end of one Parliament. I made it clear at the outset that that is a good idea. In answer to my intervention, my right hon. Friend said that 1954 was the last time we expelled anybody from the Commons. I hope that it will be 60 or 70 years before the other place has to expel anybody The other place has not been able to sort itself out in terms of numbers, largely because of the patronage of the party leaders. I am concerned that the numbers are so large that they will try to find any excuse to reduce them. I fear that the Bill could be a Trojan horse for reducing the numbers, whereas a much better way forward would be to adopt, for example, the House of Lords (Maximum Membership) Bill, which is on the Order Paper for later today, but which I am sure will be blocked by the Government, as it has been on so many previous occasions. Let us hope that the Bill will make the House of Lords concentrate on how it can possibly limit its numbers, not by expulsions or suspensions, but by genuinely recognising that we cannot have the second Chamber of this country being the second largest legislature in the world, after that of the People’s Republic of China If we had a House of Lords that was reformed in terms of numbers, many of the problems would be solved, but I know that some people, who would like a complete change in the other place, see the lack of ability to suspend Members as a reason to attack it. I think that we should leave it as it is at the moment, as an appointed Chamber. We should reduce the number of peers, but we should not interfere in a part of our democracy that seems to be working well. I am assured by many of my noble Friends that the Bill will give more power to the elbow of those who want to maintain the status quo in the other place. If the Bill will deliver that, it deserves a Third Reading.
ParlaMint-GB_2015-03-06-commons.u36	As I said earlier, I have supported the Bill at every stage so I can add my congratulations to those who have enabled its passage through to the statute book, including Baroness Hayman and the right hon. Member for North West Hampshire (Sir George Young), who—with his customary modesty—is not taking credit for it, although he should. I do not know where it stands in his legion of achievements in his many years in the House—that is a matter for historians to judge. As I have noted recently, he has been an excellent MP for North West Hampshire because of the excellent grounding that he got as an MP in Acton. He is one of the best things to have come out of Acton and we can perhaps therefore say that the Bill is, indirectly, another good thing that has come out of Acton We welcome the Bill. It is relatively modest in its ambition, but it is important, and those tend to be the two criteria that get private Member’s Bills on to the statute book. It is important that proper measures are in place to deal with suspension and expulsion in the other place, although of course the Bill is no substitute for the bigger and wider reforms—to which the Labour party remains committed and which we hope to see in the next Parliament—of hereditary peers and, as the hon. Member for Christchurch (Mr Chope) mentioned, the size of the other place. Some 116 coalition peers have been created since May 2010 at a cost of some £15 million a year. I am not sure that I agree with the hon. Gentleman’s suggestion that this Bill is a Trojan horse for mass defenestration of peers as a way of reducing their number: we will have to find another way to do that, and to introduce some democracy into the other place. I remind the House that substantial steps were taken by the last Labour Government, including reducing the number of hereditary peers to 92; people’s peers; the first elected Speaker; the creation of the Supreme Court, which separated off the judiciary; and the independent House of Lords Appointments Commission. We are, however, still looking for the essential formula for a democratically elected second Chamber, and I hope that we will adopt our proposal for a senate of the nations and regions. That is for the future. For the moment, I repeat our view that this is a good Bill and it is good that it will become law.
ParlaMint-GB_2015-03-06-commons.u37	As one of the three Cabinet Office Ministers to have supported the Bill in its passage to this advanced stage, I congratulate my right hon. Friend the Member for North West Hampshire (Sir George Young) on successfully piloting it to Third Reading. As others have said, it is clearly important that the House of Lords has the right powers to ensure that it can deal adequately with serious misconduct, which is why the Bill received overwhelming support in the other place The Government support the Bill and are pleased that it will receive a Third Reading and provide a fitting legislative finale to the parliamentary career of my right hon. Friend—at least in this House Question put and agreed to. Bill accordingly read the Third time and passed.
ParlaMint-GB_2015-03-06-commons.u38	I beg to move, That the Bill be now read a Second time I shall not detain the House too long as we have many Bills to get through today. This is an uncontroversial little Bill with only two clauses. It is wholly supported by the Prime Minister and the Conservative part of the coalition. I welcome my hon. Friend the Minister for Business and Enterprise to his place on the Front Bench to reply to the debate as I know that in his distinguished career in Parliament he has already to a certain extent defied the party Whips on this very issue. He is therefore the right man for the job. We are now all talking with one voice. This is the Prime Minister’s view, the view of the Conservative party and, I hope, the view of the Minister. I do not think that we should take the Liberal Democrats’ view into account if they cannot be bothered to turn up on a Friday.
ParlaMint-GB_2015-03-06-commons.u39	Is my hon. Friend aware that the Labour party has made it clear to the industry that if it wins the election it plans a huge increase in onshore wind farms, which would desecrate areas of natural beauty in East Yorkshire and elsewhere? Is not that a good reason to vote Conservative on 7 May?
ParlaMint-GB_2015-03-06-commons.u40	There are very many good reasons to vote Conservative in the general election, and that is one of them The issue of onshore wind farms has infuriated rural communities the length and breadth of Britain and provoked much debate in the House. Like so many other issues, it is yet another on which I fundamentally disagree with our coalition partners. The arguments against onshore wind are well rehearsed—and they are not what this debate is about—but they should not be dismissed as mere nimbyism, as they go so much deeper. Case studies suggest that wind turbines have an adverse impact on property values, and the Royal Institution of Chartered Surveyors has written to the Government on that point. The institution is clear that the Government need to provide evidence that house prices are not directly affected by nearby wind turbines A growing body of evidence also suggests that wind turbines have an adverse impact on health and that ETSU-R-97, which regulates noise produced by turbines, is not fit for purpose. I assumed that that was a European Union directive, but unfortunately it is not. Still, it is the sort of thing that would come out of Europe, if it had the opportunity. I know that the Department of Energy and Climate Change is looking into the issue of amplitude modulation at present, though it needs to get a move on, as I am planning to abolish the Department on 20 March in another private Member’s Bill. Leading experts in the field are also looking into that issue, independently of that process, and it will be interesting to see whether those studies reach the same conclusions. This is one of those issues where the evidence tends not to get in the way of fervent belief Resentment in many rural communities is growing. My right hon. Friend the Member for East Yorkshire (Sir Greg Knight) mentioned Yorkshire, but Northamptonshire in particular has been hit hard by wind farm proposals in the past few years. Indeed, the Watford Gap—the place where some believe the north meets the south—is perhaps one of the best examples of where the impact that wind turbines are having on our national scenery is visible. The sea of wind turbines has created a semi-industrialised vista, with no regard for local views or for the landscape desecration they cause. Thankfully, people in the area have been well represented in fighting against those monstrosities, and I pay tribute to my hon. Friend the Member for Daventry (Chris Heaton-Harris), not only for all that he has done to highlight this issue locally, but for galvanising support in this place to bring about real national policy change We saw a high-profile battle in Northamptonshire over the Barnwell manor wind farm proposal, which, if approved, would have had a ruinous impact on the historic Lyveden New Bield, which the National Trust describes in these terms: “Set in the heart of rural Northamptonshire, Lyveden is a remarkable survivor of the Elizabethan age. Begun by Sir Thomas Tresham to symbolise his Catholic faith, Lyveden remains incomplete and virtually unaltered since work stopped on his death in 1605. Discover the mysterious garden lodge and explore the Elizabethan garden with its spiral mounts, terracing and canals. Wander through the new orchard, containing many old varieties of apples and pears, or explore the Lyveden Way, a circular path through beautiful meadows, wooodland and villages.” With its Elizabethan architectural quirks, accompanied by the tranquillity of rural east Northamptonshire, this really is a beautiful spot and absolutely not somewhere for wind farms I pay tribute to East Northamptonshire council, led ably by Steven North, along with Councillor Sylvia Hughes, the ward member representing Lyveden New Bield, for their personal efforts to ensure that the local authority courageously battled against these plans. The development had been approved by the Planning Inspectorate on appeal after the council initially refused planning permission. At that stage, it would have been easy for the council to say, “Well, it’s one of those things. It’s been overruled by the Planning Inspectorate”, but it fought on. Working closely with the National Trust and English Heritage, the council opposed the development every step of the way, and finally High Court proceedings quashed the Planning Inspectorate’s approval. To erect a wind farm on the site would have been an utter travesty, and it is staggering that local people, along with their local authority and the organisations mentioned, had to go to such lengths to stave off this threat With all that in mind—I am in no doubt that these frustrations are mirrored in communities up and down the country—is it surprising that people have had enough? That said, credit where credit is due: Conservative Ministers have sought to tighten planning controls to give local communities greater power over deciding these matters and, I hope, to give them more protection against unwanted wind farm plans. In July 2013, Ministers unveiled planning practice guidance for renewable and low-carbon energy that was replaced in March 2014 by updated guidance. The aim was to make it clear that the need for renewable energy did not automatically override environmental protections and local communities’ planning concerns, while ensuring that sufficient weight was given to landscape and visual impact concerns. It also included guidance on how local planning authorities should assess impacts such as noise, safety, interference with electromagnetic transmissions, ecology, heritage, shadow flicker, energy output and cumulative landscape and visual impacts One of my constituents and a keen member of my listening campaign, Brian Skittrall, is working hard to ensure that the north Northamptonshire joint core strategy provides the greatest possible protection against unwanted wind turbine developments. Along with Tom Pursglove, the excellent Conservative candidate for Corby, I am working hard to support Brian’s efforts, and I very much hope that common sense will prevail and that those responsible for the document will adopt his recommendation The protections are in the national policy, but it is important that they are fully represented in local planning policy documents. I welcome the fact that the Secretary of State for Communities and Local Government has taken an even greater interest in these matters by calling in a considerable number of wind turbine applications and ensuring that the Planning Inspectorate gives sufficient weight to guidance. I have strong views on the Planning Inspectorate, but those are for another day, and perhaps even a future private Member’s Bill While that is welcome, it addresses only part of the problem. For example, turbines often do not work and require regular carbon back-up. They also drive up households’ and small businesses’ energy bills, pushing many into fuel poverty.
ParlaMint-GB_2015-03-06-commons.u41	I congratulate my hon. Friend on his Bill, which I wholeheartedly support. Does he agree that it is quite bizarre for the Labour party to complain that energy bills are too high while supporting this kind of energy, which is doing as much as anything to put up people’s energy bills unnecessarily?
ParlaMint-GB_2015-03-06-commons.u42	I am not sure my hon. Friend is being fair to the Labour party. Yes, it claims that energy prices are too high but wants more and more wind farms—in Northamptonshire, there are wind farms everywhere—but actually its policy is to freeze energy prices, which means, given that energy prices are falling, that prices would be artificially high. The reason for this policy must be the subsidies it wants for wind farms.
ParlaMint-GB_2015-03-06-commons.u43	After the general election, Labour’s policy is to freeze energy Bills for 20 months, while the energy market is reformed, but that does not mean that costs cannot come down; it just means they cannot go up artificially.
ParlaMint-GB_2015-03-06-commons.u44	I am more confused now. I do not know whether the shadow Minister was announcing new policy, but my understanding of a freeze is that that is the price—it cannot go down. If I am wrong—perhaps Labour has done a U-turn—my hon. Friend the Member for Shipley (Philip Davies) is right and the policy makes no sense. Either it wants higher energy prices, which I understand, or it wants lower energy prices and more wind turbines, which of course it cannot have.
ParlaMint-GB_2015-03-06-commons.u45	I am grateful to my hon. Friend for his brilliant and inspired Bill. On the socialists’ policy, if it is a cap, rather than a freeze, what company—particularly in the energy market, where prices are so volatile—in its right mind would reduce prices, even if the market price fell, knowing it could not put them back up if the market price rose?
ParlaMint-GB_2015-03-06-commons.u46	My hon. Friend is entirely correct, including in describing it as a socialist policy, because that is precisely the direction we are moving in—we know that Labour has moved significantly to the left. The issue here is that it wants to interfere with prices using a state mechanism, and that always fails I shall return to the Bill because I want to be brief and we have a lot of Bills to get through today, and, as I said, it is uncontroversial. In July 2013, the Energy and Climate Change Committee issued its report, “Energy Prices, Profits and Poverty”, which said: “The main driver behind energy prices has been wholesale gas and electricity costs, but network charges, energy and climate change policies and company costs and profits also contribute. In future, DECC estimates that its energy and climate change policies will add 33% to the average electricity price paid by UK households in 2020, in addition to any potential wholesale price rises.” That is worth hearing again: “In future, DECC estimates”—it must be right, because it is a Government estimate— “that its energy and climate change policies will add 33% to the average electricity price paid by UK households in 2020, in addition to any potential wholesale price rises.” It also concluded that: “The increasing use of levies on bills to fund energy and climate change policies is problematic since it is likely to hit hardest those least able to pay. We note that public funding is less regressive than levies in this respect.” The subsidies paid for by consumers are clearly generous, hence the clamour from developers to access them. As long ago as October 2013, an answer to a parliamentary question identified that the Government had hit their targets of 13 GW of production capacity from onshore wind by 2020, with 6.8 GW operational, 6.4 GW consented and 6.4 GW in the planning system. Furthermore, many will question why constraint payments are being made to generators in return for reducing output, as more electricity is being generated than can be used in particular regions because a grid constraint exists. If all that was not bad enough, the subsidies have also been geared up—this is almost unbelievable—in such a way that they will be paid over 25 years, even though, as Dr Gordon Hughes has found, “few wind farms will operate for more than 12-15 years.” Therefore, they will operate for 12 to 15 years, but for a further 10 years they will receive subsidies for nothing Wind turbines are an expensive way of generating electricity and are clearly bad value for money. I go back to what the Leader of the Opposition said when he was Secretary of State for Energy and Climate Change in the last Labour Government: “Yes, there are upward pressures on energy bills, and that makes life difficult for people, including those in fuel poverty, but it is right that we go down the low-carbon energy route.” In other words, he is quite happy for poor people to pay more for their energy because he thinks there is some good in the low-carbon energy route. We should not be so complacent and dismissive of the problem, and the idea that wind turbines are somehow green is stretching it somewhat too, considering the amount of carbon burnt in producing a single turbine, not to mention the amount of concrete poured into the ground to put it up Where are we now on this issue? As has been mentioned, the Labour and Liberal Democrat positions are absolutely clear: they want more onshore wind farms wherever they can have them. In contrast, I agree squarely with the Prime Minister, who has said: “I think the public are, frankly, fed up with so many wind farms being built that won’t be necessary. Now we’ve reached some 10 per cent of our electricity by onshore wind, we don’t need to have more of these subsidised onshore. So let’s get rid of the subsidy, put them into the planning system and, if they can make their case, they can make their case. I suspect they won’t.”
ParlaMint-GB_2015-03-06-commons.u47	I wonder whether my hon. Friend would go further and say that we should not have subsidies in the energy market at all and that it should be a proper free market, with providers getting a market price and consumers paying the market price, rather than additions for what the Prime Minister once described in fairly fruity terms in relation to greenery.
ParlaMint-GB_2015-03-06-commons.u48	My hon. Friend tempts me into a much wider field. I am afraid we are going to keep very much to this little Bill—indeed, it is so small that I doubt whether anyone will oppose it, other than those on the Opposition Benches, which are not exactly packed. If this was a controversial Bill, I would be seeing a sea of angry faces on the Opposition Benches and all I can see is two charming people sitting there As with the issue of an EU referendum and the need to tackle immigration from within Europe, once again the Prime Minister has it spot on—and let us not forget that only he and the Conservatives can deliver on these issues. I know that he has fought hard in the coalition to make this happen prior to the general election, and I applaud his efforts in that regard. As on so many issues, however, common sense has been thwarted by the yellow peril. That is why I am bringing this Bill forward today: to support the Prime Minister, support the Conservative party and move this agenda forward. If a local community supports wind farm construction and the project is commercially viable in its own right, fine. However, I see no reason why further generous subsidies should be provided, not least because, by the Government’s own admission, the targets have been met I pay tribute to Tom Pursglove, the national director of Together Against Wind, who has provided a lot of the information in my short speech today. He also happens to be the Conservative candidate for Corby at the general election. Indeed, it would be much easier in north Northamptonshire if we had my hon. Friend the Member for Kettering (Mr Hollobone), Tom in Corby and me, all fighting against wind farms, rather than somebody who supports wind farms everywhere in north Northamptonshire. I want to end with Tom’s words: “The only way to end the wind farm folly, is to knock the subsidies on the head once and for all.” That is exactly what this little Bill does.
ParlaMint-GB_2015-03-06-commons.u49	I am afraid this feels like “Here we go again.” Less than two months ago, my hon. Friend the Member for Stalybridge and Hyde (Jonathan Reynolds) spoke from the shadow Front Bench against a Bill promoted by the hon. Member for Christchurch (Mr Chope) which would remove all subsidies for offshore wind. Today we find ourselves in a similar debate, on a Bill to destroy the UK’s burgeoning onshore wind industry. I think I speak for many Members when I say how much I enjoyed the “Inside the Commons” documentary. I was pleased that it showed people how Parliament works and what MPs do, and that we are, all things considered, still normal people doing a job to the best of our abilities. There was general amusement at the sight of Members from both sides of the House queuing in shifts to secure private Members’ Bills. Two of those people were, of course, the hon. Member for Wellingborough (Mr Bone), who has just spoken, and the hon. Member for Christchurch. I only wish their time in the queue and our time here discussing the Bill today could have been better spent Onshore wind is one of the cheapest large-scale renewable energy technologies. With the right support, it could be subsidy-free by the end of the next Parliament. This Bill, in the unlikely event that it should ever become law, would kill the UK’s onshore wind industry and, in doing so, destroy thousands of jobs and millions of pounds of investment and lead to higher energy bills.
ParlaMint-GB_2015-03-06-commons.u50	Will the hon. Lady give way?
ParlaMint-GB_2015-03-06-commons.u51	No, I am going to carry on If the hon. Gentleman had his way and we shut off support mechanisms such as the renewables obligation and contracts for difference, the UK would simply be more reliant on more expensive technologies to meet our crucial carbon emissions commitments. Opposition Members are committed to decarbonising at the lowest possible cost to the consumer. That is why we are committed to setting a 2030 power sector decarbonisation target, which will give investors the long-term certainty they need to invest Let me point out a few important facts. Last year, onshore wind generated over 5% of UK electricity generation, and the independent Committee on Climate Change estimates that onshore wind can provide over 15% of our power needs by 2030. Onshore wind generated over 16 TWh of electricity in 2014—enough to power almost 4 million homes. There is currently more than 8 GW of onshore wind capacity, with a further 1.2 GW under construction and more than 5 GW with consent. Last week saw the results of the first allocation rounds for CfDs. Labour supported the introduction of CfDs, as we did during the passage through Parliament of the Energy Bill. Cost reductions—which mean less subsidy, which translates into lower consumer bills—are real and are happening now. New onshore wind projects from 2016 to 2018 will produce power at £79.23 to £82.50 per megawatt-hour—less than other renewable energy technologies and less than new nuclear. The industry is committed to being the cheapest form of new large-scale electricity generation by 2020—cheaper even than new gas plants This is a job-creating sector: the onshore wind sector employs, directly and indirectly, 19,000 people in this country. Onshore wind is popular. The Department of Energy and Climate Change’s public attitudes tracking survey has found consistent public support for onshore wind. The latest figures show that 68% of the public support onshore wind, with opposition at only 12%. That is not just theoretical support for the concept of onshore wind. It is important to note that people support onshore wind developments in their communities. A 2014 ComRes poll found that 62% of people would be happy for an onshore wind farm to be constructed in their area It is, of course, crucial for local communities to be consulted, and to be fully engaged in any renewable energy development. The Government and, in particular, the Secretary of State for Communities and Local Government preach localism. However, the Secretary of State has taken Whitehall intervention in the planning system to unprecedented heights If I had a pound for every time I heard a Conservative Member criticise clean energy technologies for reasons that bear no relationship to cost, genuine public concern or engineering feasibility, I could personally fund the levy control framework for several years. The fifth assessment report of the Intergovernmental Panel on Climate Change provided overwhelming and compelling scientific evidence that climate change is real, that it is caused by human activity, and that it will have devastating consequences if urgent action is not taken to cut our carbon emissions and invest in mitigation I would have welcomed the time to engage in a serious debate this morning about onshore wind, and about how we can increase investment and drive down costs. However, no debate on a Bill that would implement an effective ban on onshore wind can be a serious one. Let me repeat a question that I have asked Conservative Members before in the House. They do not like onshore wind, they do not like offshore wind, and they do not like solar. Are there any clean energy technologies that they actually support All modern economies face the same energy “trilemma”: how can we generate the energy that we need, which is clean, affordable and secure? Onshore wind delivers on all three counts. It is clean, it is on course to be subsidy-free, and it is based in the United Kingdom, boosting local economies and creating jobs Perhaps the hon. Member for Wellingborough’s queuing was not a waste of time after all. It has given me an opportunity to expose the Conservative party’s growing hostility to onshore wind, and to set out how the next Labour Government will work with clean energy developers to ensure that we have the affordable, secure and clean energy that our economy needs in order to succeed.
ParlaMint-GB_2015-03-06-commons.u52	I congratulate my hon. Friend the Member for Wellingborough (Mr Bone) on securing the debate. I know that he has a long-standing interest in ensuring that the nation has affordable, secure, economic and sustainable energy supplies, and the Government fully support that aim. His Bill would eliminate subsidies for onshore wind that are provided by the Government via the renewables obligation, contracts for difference and feed-in tariff regimes, and paid for by bill payers Our policy is intended to achieve our goal of reducing subsidies while meeting our global carbon reduction obligations and securing supply at the lowest reasonable cost. The hon. Member for Sunderland Central (Julie Elliott) referred to the “trilemma” in energy policy. Energy policy needs to balance the long-term requirement to live within international obligations on climate change and mitigate the risks with guaranteeing security of supply, which involves the costs of ensuring that enough energy infrastructure is constructed, and with ensuring that those costs are as low as reasonably possible. That is the standard “trilemma”, but rising to the challenge means not only balancing those three requirements, but ensuring that our policy can hit all three goals at once when that is possible Alongside new nuclear, gas and carbon capture and storage, renewables, including wind energy, are an important component of the balanced energy mix that the Government are creating. It is clear that we need to increase our use of renewable energy. Renewables provide clean energy and reduce our dependence on finite fossil fuels, but they also increase our energy security, because renewable energy is inherently domestic, and they reduce the need for us to import energy from abroad. At the same time, the construction and operation of renewables create jobs and investment in our economy. It is estimated that £29 billion has been invested since 2010 According to figures that I looked up when I was preparing for the debate, renewables provided nearly 18% of our electricity in the third quarter of 2014. That has enhanced our energy security and reduced our dependence on imported energy. As we know, the United Kingdom is blessed with a huge number of advantages when it comes to wind generation. We have relatively shallow seas, and ours is a very windy country. The resource is even more pronounced in offshore areas, and it makes sense for us to take advantage of it. We are the clear world leader in offshore wind, in terms of both installed capacity and investment attractiveness Let me now respond to, and challenge, some of the common concerns that have been expressed about wind energy, including those expressed by hon. Friend today. It is necessary to deal with those important issues, because we must get our wind energy policy right so that wind can play an appropriate role in our energy mix The first issue is whether wind energy actually provides electricity at all. I can confirm that it provided 7% of our electricity at the end of the third quarter of 2014. Of course it is intermittent—the wind does not always blow—but that does not mean that it is an inefficient source of energy. Wind turbines tend to generate electricity for 80% to 85% of the time. Of course they cannot generate during periods of windlessness; that is why they must be part of a balanced energy mix, so that we can draw on other technologies when the wind does not blow. As larger proportions of renewables come onstream, that intermittency will become more of an issue, and we shall have to prepare for it very carefully. It is therefore crucial for our energy policy to be set in a long-term framework We accept that back-up is sometimes required, including back-up from coal, gas and biomass. In the longer term, intermittent falls in generation can be dealt with by a range of technologies such as demand-side response, interconnection with other countries, and electricity storage. In the United Kingdom, electricity storage generally means pumped-storage hydroelectricity, but an increasing number of exciting technologies will enable us to store electricity and deal with the intermittency.
ParlaMint-GB_2015-03-06-commons.u53	The figure my right hon. Friend the Minister gives for the standard usability and standard functioning of wind turbines of 80% to 85% is one that I do not recognise. Even the wind turbine industry itself suggests the figure is 28% to 30%, and I can tell the Minister that certainly in my constituency the turbines are not working 80% to 85% of the time. When has he ever seen the wind blowing 85% of the time in any part of this country?
